
Interrupt method selected.

Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple.

Please, press PB0 to continue.
2902, 1451, 12972, 231, 0, 0
2904, 1452, 12979, 231, 0, 0
2906, 1453, 12975, 231, 0, 0
2908, 1454, 12982, 231, 0, 0
2910, 1455, 12975, 231, 0, 0
2912, 1456, 12979, 231, 0, 0
2914, 1457, 12978, 231, 0, 0
2916, 1458, 12982, 231, 0, 0
2918, 1459, 12989, 231, 0, 0
2920, 1460, 13002, 231, 0, 0
2922, 1461, 12994, 231, 0, 0
2924, 1462, 12984, 231, 0, 0
2926, 1463, 12984, 231, 0, 0
2928, 1464, 12988, 231, 0, 0
2930, 1465, 12994, 231, 0, 0
2932, 1466, 12984, 231, 0, 0
2934, 1467, 12991, 231, 0, 0
2936, 1468, 12989, 231, 0, 0
2938, 1469, 12991, 231, 0, 0
2940, 1470, 12989, 231, 0, 0
2942, 1471, 12993, 231, 0, 0
2944, 1472, 12993, 231, 0, 0
2946, 1473, 12995, 231, 0, 0
2948, 1474, 13000, 231, 0, 0
2950, 1475, 13003, 231, 0, 0
2952, 1476, 13008, 231, 0, 0
2954, 1477, 13002, 231, 0, 0
2956, 1478, 13018, 231, 0, 0
2958, 1479, 13003, 231, 0, 0
2960, 1480, 13005, 231, 0, 0
2962, 1481, 13006, 231, 0, 0
2964, 1482, 13007, 231, 0, 0
2966, 1483, 13005, 231, 0, 0
2968, 1484, 13011, 231, 0, 0
2970, 1485, 13007, 231, 0, 0
2972, 1486, 13008, 231, 0, 0
2974, 1487, 13025, 231, 0, 0
2976, 1488, 13010, 231, 0, 0
2978, 1489, 13018, 231, 0, 0
2980, 1490, 13008, 231, 0, 0
2982, 1491, 13018, 231, 0, 0
2984, 1492, 13014, 231, 0, 0
2986, 1493, 13018, 231, 0, 0
2988, 1494, 13040, 231, 0, 0
2990, 1495, 13032, 231, 0, 0
2992, 1496, 13032, 231, 0, 0
2994, 1497, 13014, 231, 0, 0
2996, 1498, 13026, 231, 0, 0
2998, 1499, 13026, 231, 0, 0
3000, 1500, 13030, 231, 0, 0
3002, 1501, 13022, 231, 0, 0
3004, 1502, 13024, 231, 0, 0
3006, 1503, 13029, 231, 0, 0
3008, 1504, 13024, 231, 0, 0
3010, 1505, 13034, 231, 0, 0
3012, 1506, 13028, 231, 0, 0
3014, 1507, 13045, 231, 0, 0
3016, 1508, 13030, 231, 0, 0
3018, 1509, 13036, 231, 0, 0
3020, 1510, 13032, 231, 0, 0
3022, 1511, 13037, 231, 0, 0
3024, 1512, 13035, 231, 0, 0
3026, 1513, 13035, 231, 0, 0
3028, 1514, 13045, 231, 0, 0
3030, 1515, 13042, 231, 0, 0
3032, 1516, 13040, 231, 0, 0
3034, 1517, 13040, 231, 0, 0
3036, 1518, 13046, 231, 0, 0
3038, 1519, 13045, 231, 0, 0
3040, 1520, 13043, 231, 0, 0
3042, 1521, 13052, 231, 0, 0
3044, 1522, 13043, 231, 0, 0
3046, 1523, 13050, 231, 0, 0
3048, 1524, 13043, 231, 0, 0
3050, 1525, 13047, 231, 0, 0
3052, 1526, 13046, 231, 0, 0
3054, 1527, 13049, 231, 0, 0
3056, 1528, 13065, 231, 0, 0
3058, 1529, 13068, 232, 0, 0
3060, 1530, 13067, 231, 0, 0
3062, 1531, 13053, 231, 0, 0
3064, 1532, 13047, 231, 0, 0
3066, 1533, 13056, 231, 0, 0
3068, 1534, 13053, 231, 0, 0
3070, 1535, 13061, 231, 0, 0
3072, 1536, 13053, 231, 0, 0
3074, 1537, 13058, 231, 0, 0
3076, 1538, 13055, 231, 0, 0
3078, 1539, 13058, 231, 0, 0
3080, 1540, 13058, 231, 0, 0
3082, 1541, 13059, 231, 0, 0
3084, 1542, 13069, 231, 0, 0
3086, 1543, 13063, 231, 0, 0
3088, 1544, 13071, 231, 0, 0
3090, 1545, 13067, 231, 0, 0
3092, 1546, 13069, 231, 0, 0
3094, 1547, 13068, 231, 0, 0
3096, 1548, 13069, 231, 0, 0
3098, 1549, 13068, 232, 0, 0
3100, 1550, 13071, 231, 0, 0
3102, 1551, 13072, 231, 0, 0
3104, 1552, 13072, 231, 0, 0
3106, 1553, 13080, 231, 0, 0
3108, 1554, 13081, 231, 0, 0
3110, 1555, 13074, 231, 0, 0
3112, 1556, 13086, 231, 0, 0
3114, 1557, 13075, 231, 0, 0
3116, 1558, 13082, 231, 0, 0
3118, 1559, 13083, 231, 0, 0
3120, 1560, 13078, 231, 0, 0
3122, 1561, 13085, 231, 0, 0
3124, 1562, 13080, 231, 0, 0
3126, 1563, 13084, 231, 0, 0
3128, 1564, 13096, 231, 0, 0
3130, 1565, 13087, 232, 0, 0
3132, 1566, 13086, 231, 0, 0
3134, 1567, 13083, 231, 0, 0
3136, 1568, 13085, 231, 0, 0
3138, 1569, 13089, 231, 0, 0
3140, 1570, 13090, 231, 0, 0
3142, 1571, 13093, 231, 0, 0
3144, 1572, 13093, 231, 0, 0
3146, 1573, 13097, 231, 0, 0
3148, 1574, 13090, 231, 0, 0
3150, 1575, 13091, 231, 0, 0
3152, 1576, 13102, 231, 0, 0
3154, 1577, 13093, 231, 0, 0
3156, 1578, 13098, 231, 0, 0
3158, 1579, 13096, 231, 0, 0
3160, 1580, 13098, 231, 0, 0
3162, 1581, 13106, 231, 0, 0
3164, 1582, 13096, 231, 0, 0
3166, 1583, 13104, 231, 0, 0
3168, 1584, 13105, 231, 0, 0
3170, 1585, 13097, 231, 0, 0
3172, 1586, 13111, 231, 0, 0
3174, 1587, 13106, 231, 0, 0
3176, 1588, 13106, 231, 0, 0
3178, 1589, 13106, 231, 0, 0
3180, 1590, 13106, 231, 0, 0
3182, 1591, 13111, 231, 0, 0
3184, 1592, 13107, 231, 0, 0
3186, 1593, 13108, 231, 0, 0
3188, 1594, 13108, 231, 0, 0
3190, 1595, 13108, 231, 0, 0
3192, 1596, 13117, 231, 0, 0
3194, 1597, 13118, 231, 0, 0
3196, 1598, 13132, 231, 0, 0
3198, 1599, 13132, 231, 0, 0
3200, 1600, 13114, 231, 0, 0
3202, 1601, 13112, 231, 0, 0
3204, 1602, 13118, 231, 0, 0
3206, 1603, 13116, 231, 0, 0
3208, 1604, 13123, 231, 0, 0
3210, 1605, 13115, 231, 0, 0
3212, 1606, 13122, 231, 0, 0
3214, 1607, 13114, 231, 0, 0
3216, 1608, 13118, 231, 0, 0
3218, 1609, 13127, 231, 0, 0
3220, 1610, 13121, 231, 0, 0
3222, 1611, 13125, 231, 0, 0
3224, 1612, 13120, 231, 0, 0
3226, 1613, 13127, 231, 0, 0
3228, 1614, 13133, 231, 0, 0
3230, 1615, 13129, 231, 0, 0
3232, 1616, 13129, 231, 0, 0
3234, 1617, 13139, 231, 0, 0
3236, 1618, 13122, 232, 0, 0
3238, 1619, 13136, 231, 0, 0
3240, 1620, 13130, 231, 0, 0
3242, 1621, 13131, 231, 0, 0
3244, 1622, 13142, 231, 0, 0
3246, 1623, 13133, 231, 0, 0
3248, 1624, 13137, 231, 0, 0
3250, 1625, 13152, 231, 0, 0
3252, 1626, 13136, 231, 0, 0
3254, 1627, 13146, 231, 0, 0
3256, 1628, 13134, 231, 0, 0
3258, 1629, 13138, 231, 0, 0
3260, 1630, 13147, 231, 0, 0
3262, 1631, 13143, 231, 0, 0
3264, 1632, 13144, 231, 0, 0
3266, 1633, 13155, 231, 0, 0
3268, 1634, 13147, 232, 0, 0
3270, 1635, 13144, 231, 0, 0
3272, 1636, 13144, 231, 0, 0
3274, 1637, 13141, 231, 0, 0
3276, 1638, 13155, 231, 0, 0
3278, 1639, 13145, 231, 0, 0
3280, 1640, 13145, 231, 0, 0
3282, 1641, 13156, 231, 0, 0
3284, 1642, 13146, 231, 0, 0
3286, 1643, 13152, 231, 0, 0
3288, 1644, 13151, 231, 0, 0
3290, 1645, 13159, 231, 0, 0
3292, 1646, 13159, 231, 0, 0
3294, 1647, 13153, 231, 0, 0
3296, 1648, 13155, 231, 0, 0
3298, 1649, 13166, 231, 0, 0
3300, 1650, 13155, 231, 0, 0
3302, 1651, 13160, 231, 0, 0
3304, 1652, 13159, 231, 0, 0
3306, 1653, 13155, 231, 0, 0
3308, 1654, 13161, 231, 0, 0
3310, 1655, 13161, 231, 0, 0
3312, 1656, 13163, 231, 0, 0
3314, 1657, 13168, 231, 0, 0
3316, 1658, 13164, 231, 0, 0
3318, 1659, 13165, 231, 0, 0
3320, 1660, 13171, 231, 0, 0
3322, 1661, 13166, 231, 0, 0
3324, 1662, 13167, 231, 0, 0
3326, 1663, 13164, 231, 0, 0
3328, 1664, 13165, 231, 0, 0
3330, 1665, 13173, 231, 0, 0
3332, 1666, 13175, 231, 0, 0
3334, 1667, 13186, 234, 0, 0
3336, 1668, 13185, 231, 0, 0
3338, 1669, 13171, 231, 0, 0
3340, 1670, 13164, 231, 0, 0
3342, 1671, 13183, 231, 0, 0
3344, 1672, 13173, 231, 0, 0
3346, 1673, 13173, 231, 0, 0
3348, 1674, 13182, 231, 0, 0
3350, 1675, 13171, 231, 0, 0
3352, 1676, 13177, 231, 0, 0
3354, 1677, 13174, 231, 0, 0
3356, 1678, 13175, 231, 0, 0
3358, 1679, 13182, 231, 0, 0
3360, 1680, 13178, 231, 0, 0
3362, 1681, 13179, 231, 0, 0
3364, 1682, 13190, 231, 0, 0
3366, 1683, 13180, 231, 0, 0
3368, 1684, 13185, 231, 0, 0
3370, 1685, 13192, 231, 0, 0
3372, 1686, 13186, 231, 0, 0
3374, 1687, 13186, 231, 0, 0
3376, 1688, 13193, 231, 0, 0
3378, 1689, 13184, 231, 0, 0
3380, 1690, 13190, 231, 0, 0
3382, 1691, 13201, 231, 0, 0
3384, 1692, 13188, 231, 0, 0
3386, 1693, 13193, 231, 0, 0
3388, 1694, 13196, 231, 0, 0
3390, 1695, 13191, 231, 0, 0
3392, 1696, 13201, 231, 0, 0
3394, 1697, 13189, 231, 0, 0
3396, 1698, 13193, 231, 0, 0
3398, 1699, 13199, 231, 0, 0
3400, 1700, 13197, 231, 0, 0
3402, 1701, 13196, 231, 0, 0
3404, 1702, 13215, 231, 0, 0
3406, 1703, 13202, 232, 0, 0
3408, 1704, 13193, 231, 0, 0
3410, 1705, 13204, 231, 0, 0
3412, 1706, 13196, 231, 0, 0
3414, 1707, 13197, 231, 0, 0
3416, 1708, 13207, 231, 0, 0
3418, 1709, 13197, 231, 0, 0
3420, 1710, 13200, 231, 0, 0
3422, 1711, 13209, 231, 0, 0
3424, 1712, 13202, 231, 0, 0
3426, 1713, 13206, 231, 0, 0
3428, 1714, 13216, 231, 0, 0
3430, 1715, 13206, 231, 0, 0
3432, 1716, 13208, 231, 0, 0
3434, 1717, 13217, 231, 0, 0
3436, 1718, 13208, 231, 0, 0
3438, 1719, 13210, 231, 0, 0
3440, 1720, 13218, 231, 0, 0
3442, 1721, 13212, 231, 0, 0
3444, 1722, 13211, 231, 0, 0
3446, 1723, 13219, 231, 0, 0
3448, 1724, 13214, 231, 0, 0
3450, 1725, 13219, 231, 0, 0
3452, 1726, 13228, 231, 0, 0
3454, 1727, 13218, 231, 0, 0
3456, 1728, 13219, 231, 0, 0
3458, 1729, 13225, 231, 0, 0
3460, 1730, 13219, 231, 0, 0
3462, 1731, 13219, 231, 0, 0
3464, 1732, 13227, 231, 0, 0
3466, 1733, 13218, 231, 0, 0
3468, 1734, 13223, 231, 0, 0
3470, 1735, 13237, 231, 0, 0
3472, 1736, 13238, 236, 0, 0
3474, 1737, 13233, 231, 0, 0
3476, 1738, 13234, 231, 0, 0
3478, 1739, 13216, 231, 0, 0
3480, 1740, 13229, 231, 0, 0
3482, 1741, 13235, 231, 0, 0
3484, 1742, 13223, 231, 0, 0
3486, 1743, 13226, 231, 0, 0
3488, 1744, 13233, 231, 0, 0
3490, 1745, 13222, 231, 0, 0
3492, 1746, 13227, 231, 0, 0
3494, 1747, 13237, 231, 0, 0
3496, 1748, 13229, 231, 0, 0
3498, 1749, 13231, 231, 0, 0
3500, 1750, 13240, 231, 0, 0
3502, 1751, 13234, 231, 0, 0
3504, 1752, 13235, 231, 0, 0
3506, 1753, 13244, 231, 0, 0
3508, 1754, 13244, 231, 0, 0
3510, 1755, 13237, 231, 0, 0
3512, 1756, 13237, 231, 0, 0
3514, 1757, 13239, 231, 0, 0
3516, 1758, 13236, 231, 0, 0
3518, 1759, 13246, 231, 0, 0
3520, 1760, 13242, 231, 0, 0
3522, 1761, 13239, 231, 0, 0
3524, 1762, 13247, 231, 0, 0
3526, 1763, 13247, 231, 0, 0
3528, 1764, 13241, 231, 0, 0
3530, 1765, 13252, 231, 0, 0
3532, 1766, 13240, 231, 0, 0
3534, 1767, 13248, 231, 0, 0
3536, 1768, 13250, 231, 0, 0
3538, 1769, 13246, 231, 0, 0
3540, 1770, 13246, 231, 0, 0
3542, 1771, 13262, 231, 0, 0
3544, 1772, 13262, 232, 0, 0
3546, 1773, 13244, 231, 0, 0
3548, 1774, 13251, 231, 0, 0
3550, 1775, 13256, 231, 0, 0
3552, 1776, 13247, 231, 0, 0
3554, 1777, 13251, 231, 0, 0
3556, 1778, 13258, 231, 0, 0
3558, 1779, 13250, 231, 0, 0
3560, 1780, 13254, 231, 0, 0
3562, 1781, 13259, 231, 0, 0
3564, 1782, 13253, 231, 0, 0
3566, 1783, 13262, 231, 0, 0
3568, 1784, 13261, 231, 0, 0
3570, 1785, 13257, 231, 0, 0
3572, 1786, 13257, 231, 0, 0
3574, 1787, 13264, 231, 0, 0
3576, 1788, 13258, 231, 0, 0
3578, 1789, 13258, 231, 0, 0
3580, 1790, 13264, 231, 0, 0
3582, 1791, 13275, 231, 0, 0
3584, 1792, 13258, 231, 0, 0
3586, 1793, 13265, 231, 0, 0
3588, 1794, 13275, 231, 0, 0
3590, 1795, 13267, 231, 0, 0
3592, 1796, 13266, 231, 0, 0
3594, 1797, 13273, 231, 0, 0
3596, 1798, 13264, 231, 0, 0
3598, 1799, 13267, 231, 0, 0
3600, 1800, 13270, 231, 0, 0
3602, 1801, 13266, 231, 0, 0
3604, 1802, 13267, 231, 0, 0
3606, 1803, 13273, 231, 0, 0
3608, 1804, 13286, 231, 0, 0
3610, 1805, 13286, 231, 0, 0
3612, 1806, 13280, 231, 0, 0
3614, 1807, 13281, 231, 0, 0
3616, 1808, 13265, 231, 0, 0
3618, 1809, 13274, 231, 0, 0
3620, 1810, 13280, 231, 0, 0
3622, 1811, 13271, 231, 0, 0
3624, 1812, 13272, 231, 0, 0
3626, 1813, 13277, 231, 0, 0
3628, 1814, 13274, 231, 0, 0
3630, 1815, 13274, 231, 0, 0
3632, 1816, 13278, 231, 0, 0
3634, 1817, 13287, 231, 0, 0
3636, 1818, 13276, 231, 0, 0
3638, 1819, 13280, 231, 0, 0
3640, 1820, 13289, 231, 0, 0
3642, 1821, 13282, 231, 0, 0
3644, 1822, 13279, 231, 0, 0
3646, 1823, 13289, 231, 0, 0
3648, 1824, 13285, 231, 0, 0
3650, 1825, 13281, 231, 0, 0
3652, 1826, 13286, 231, 0, 0
3654, 1827, 13294, 231, 0, 0
3656, 1828, 13286, 231, 0, 0
3658, 1829, 13294, 231, 0, 0
3660, 1830, 13294, 231, 0, 0
3662, 1831, 13288, 231, 0, 0
3664, 1832, 13293, 231, 0, 0
3666, 1833, 13294, 231, 0, 0
3668, 1834, 13294, 231, 0, 0
3670, 1835, 13287, 231, 0, 0
3672, 1836, 13293, 231, 0, 0
3674, 1837, 13301, 231, 0, 0
3676, 1838, 13292, 231, 0, 0
3678, 1839, 13293, 231, 0, 0
3680, 1840, 13311, 231, 0, 0
3682, 1841, 13298, 231, 0, 0
3684, 1842, 13290, 231, 0, 0
3686, 1843, 13299, 231, 0, 0
3688, 1844, 13304, 231, 0, 0
3690, 1845, 13298, 231, 0, 0
3692, 1846, 13301, 231, 0, 0
3694, 1847, 13302, 231, 0, 0
3696, 1848, 13301, 231, 0, 0
3698, 1849, 13297, 231, 0, 0
3700, 1850, 13304, 231, 0, 0
3702, 1851, 13301, 231, 0, 0
3704, 1852, 13303, 231, 0, 0
3706, 1853, 13304, 231, 0, 0
3708, 1854, 13312, 231, 0, 0
3710, 1855, 13304, 231, 0, 0
3712, 1856, 13305, 231, 0, 0
3714, 1857, 13312, 231, 0, 0
3716, 1858, 13304, 231, 0, 0
3718, 1859, 13306, 231, 0, 0
3720, 1860, 13313, 231, 0, 0
3722, 1861, 13318, 231, 0, 0
3724, 1862, 13309, 231, 0, 0
3726, 1863, 13311, 231, 0, 0
3728, 1864, 13319, 231, 0, 0
3730, 1865, 13309, 231, 0, 0
3732, 1866, 13311, 231, 0, 0
3734, 1867, 13313, 231, 0, 0
3736, 1868, 13321, 231, 0, 0
3738, 1869, 13310, 231, 0, 0
3740, 1870, 13311, 231, 0, 0
3742, 1871, 13319, 231, 0, 0
3744, 1872, 13314, 231, 0, 0
3746, 1873, 13320, 231, 0, 0
3748, 1874, 13334, 231, 0, 0
3750, 1875, 13334, 231, 0, 0
3752, 1876, 13317, 231, 0, 0
3754, 1877, 13310, 231, 0, 0
3756, 1878, 13326, 231, 0, 0
3758, 1879, 13318, 231, 0, 0
3760, 1880, 13316, 231, 0, 0
3762, 1881, 13320, 231, 0, 0
3764, 1882, 13330, 231, 0, 0
3766, 1883, 13318, 231, 0, 0
3768, 1884, 13318, 231, 0, 0
3770, 1885, 13326, 231, 0, 0
3772, 1886, 13321, 231, 0, 0
3774, 1887, 13314, 231, 0, 0
3776, 1888, 13327, 231, 0, 0
3778, 1889, 13335, 231, 0, 0
3780, 1890, 13323, 231, 0, 0
3782, 1891, 13327, 231, 0, 0
3784, 1892, 13340, 231, 0, 0
3786, 1893, 13329, 231, 0, 0
3788, 1894, 13325, 231, 0, 0
3790, 1895, 13331, 231, 0, 0
3792, 1896, 13336, 231, 0, 0
3794, 1897, 13330, 231, 0, 0
3796, 1898, 13336, 231, 0, 0
3798, 1899, 13334, 231, 0, 0
3800, 1900, 13342, 231, 0, 0
3802, 1901, 13337, 231, 0, 0
3804, 1902, 13332, 231, 0, 0
3806, 1903, 13344, 231, 0, 0
3808, 1904, 13331, 231, 0, 0
3810, 1905, 13338, 231, 0, 0
3812, 1906, 13337, 231, 0, 0
3814, 1907, 13347, 231, 0, 0
3816, 1908, 13337, 231, 0, 0
3818, 1909, 13346, 231, 0, 0
3820, 1910, 13346, 231, 0, 0
3822, 1911, 13346, 231, 0, 0
3824, 1912, 13338, 231, 0, 0
3826, 1913, 13337, 231, 0, 0
3828, 1914, 13349, 231, 0, 0
3830, 1915, 13339, 231, 0, 0
3832, 1916, 13336, 231, 0, 0
3834, 1917, 13346, 231, 0, 0
3836, 1918, 13347, 231, 0, 0
3838, 1919, 13341, 231, 0, 0
3840, 1920, 13342, 231, 0, 0
3842, 1921, 13355, 231, 0, 0
3844, 1922, 13356, 231, 0, 0
3846, 1923, 13345, 231, 0, 0
3848, 1924, 13346, 231, 0, 0
3850, 1925, 13355, 231, 0, 0
3852, 1926, 13347, 231, 0, 0
3854, 1927, 13346, 231, 0, 0
3856, 1928, 13351, 231, 0, 0
3858, 1929, 13355, 231, 0, 0
3860, 1930, 13347, 231, 0, 0
3862, 1931, 13350, 231, 0, 0
3864, 1932, 13357, 231, 0, 0
3866, 1933, 13361, 231, 0, 0
3868, 1934, 13353, 231, 0, 0
3870, 1935, 13352, 231, 0, 0
3872, 1936, 13357, 231, 0, 0
3874, 1937, 13353, 231, 0, 0
3876, 1938, 13352, 231, 0, 0
3878, 1939, 13354, 231, 0, 0
3880, 1940, 13361, 231, 0, 0
3882, 1941, 13356, 231, 0, 0
3884, 1942, 13361, 231, 0, 0
3886, 1943, 13373, 231, 0, 0
3888, 1944, 13374, 231, 0, 0
3890, 1945, 13359, 231, 0, 0
3892, 1946, 13351, 231, 0, 0
3894, 1947, 13364, 231, 0, 0
3896, 1948, 13370, 231, 0, 0
3898, 1949, 13357, 231, 0, 0
3900, 1950, 13358, 231, 0, 0
3902, 1951, 13366, 231, 0, 0
3904, 1952, 13368, 231, 0, 0
3906, 1953, 13360, 231, 0, 0
3908, 1954, 13361, 231, 0, 0
3910, 1955, 13368, 231, 0, 0
3912, 1956, 13363, 231, 0, 0
3914, 1957, 13365, 231, 0, 0
3916, 1958, 13371, 231, 0, 0
3918, 1959, 13371, 231, 0, 0
3920, 1960, 13365, 231, 0, 0
3922, 1961, 13367, 231, 0, 0
3924, 1962, 13370, 231, 0, 0
3926, 1963, 13377, 231, 0, 0
3928, 1964, 13371, 231, 0, 0
3930, 1965, 13367, 231, 0, 0
3932, 1966, 13372, 231, 0, 0
3934, 1967, 13386, 231, 0, 0
3936, 1968, 13371, 231, 0, 0
3938, 1969, 13371, 231, 0, 0
3940, 1970, 13380, 231, 0, 0
3942, 1971, 13382, 231, 0, 0
3944, 1972, 13377, 231, 0, 0
3946, 1973, 13375, 231, 0, 0
3948, 1974, 13378, 231, 0, 0
3950, 1975, 13386, 231, 0, 0
3952, 1976, 13378, 231, 0, 0
3954, 1977, 13376, 231, 0, 0
3956, 1978, 13391, 231, 0, 0
3958, 1979, 13392, 231, 0, 0
3960, 1980, 13374, 231, 0, 0
3962, 1981, 13377, 231, 0, 0
3964, 1982, 13381, 231, 0, 0
3966, 1983, 13393, 231, 0, 0
3968, 1984, 13382, 231, 0, 0
3970, 1985, 13378, 231, 0, 0
3972, 1986, 13389, 231, 0, 0
3974, 1987, 13389, 231, 0, 0
3976, 1988, 13381, 231, 0, 0
3978, 1989, 13382, 231, 0, 0
3980, 1990, 13396, 231, 0, 0
3982, 1991, 13396, 231, 0, 0
3984, 1992, 13384, 231, 0, 0
3986, 1993, 13385, 231, 0, 0
3988, 1994, 13393, 231, 0, 0
3990, 1995, 13398, 231, 0, 0
3992, 1996, 13388, 231, 0, 0
3994, 1997, 13388, 231, 0, 0
3996, 1998, 13392, 231, 0, 0
3998, 1999, 13399, 231, 0, 0
4000, 2000, 13390, 231, 0, 0
4002, 2001, 13392, 231, 0, 0
4004, 2002, 13399, 231, 0, 0
4006, 2003, 13406, 231, 0, 0
4008, 2004, 13392, 231, 0, 0
4010, 2005, 13390, 231, 0, 0
4012, 2006, 13400, 231, 0, 0
4014, 2007, 13404, 231, 0, 0
4016, 2008, 13392, 231, 0, 0
4018, 2009, 13392, 231, 0, 0
4020, 2010, 13400, 231, 0, 0
4022, 2011, 13413, 231, 0, 0
4024, 2012, 13410, 232, 0, 0
4026, 2013, 13403, 231, 0, 0
4028, 2014, 13403, 231, 0, 0
4030, 2015, 13403, 231, 0, 0
4032, 2016, 13399, 231, 0, 0
4034, 2017, 13397, 231, 0, 0
4036, 2018, 13401, 231, 0, 0
4038, 2019, 13408, 231, 0, 0
4040, 2020, 13399, 231, 0, 0
4042, 2021, 13397, 231, 0, 0
4044, 2022, 13403, 231, 0, 0
4046, 2023, 13411, 231, 0, 0
4048, 2024, 13401, 231, 0, 0
4050, 2025, 13399, 231, 0, 0
4052, 2026, 13407, 231, 0, 0
4054, 2027, 13415, 231, 0, 0
4056, 2028, 13405, 231, 0, 0
4058, 2029, 13406, 231, 0, 0
4060, 2030, 13416, 231, 0, 0
4062, 2031, 13414, 231, 0, 0
4064, 2032, 13407, 231, 0, 0
4066, 2033, 13405, 231, 0, 0
4068, 2034, 13409, 231, 0, 0
4070, 2035, 13417, 231, 0, 0
4072, 2036, 13411, 231, 0, 0
4074, 2037, 13409, 231, 0, 0
4076, 2038, 13411, 231, 0, 0
4078, 2039, 13415, 231, 0, 0
4080, 2040, 13411, 231, 0, 0
4082, 2041, 13415, 231, 0, 0
4084, 2042, 13413, 231, 0, 0
4086, 2043, 13419, 231, 0, 0
4088, 2044, 13414, 231, 0, 0
4090, 2045, 13415, 231, 0, 0
4092, 2046, 13414, 231, 0, 0
4094, 2047, 13429, 231, 0, 0
4096, 2048, 13430, 232, 0, 0
4098, 2049, 13412, 231, 0, 0
4100, 2050, 13414, 231, 0, 0
4102, 2051, 13418, 231, 0, 0
4104, 2052, 13429, 231, 0, 0
4106, 2053, 13420, 231, 0, 0
4108, 2054, 13413, 231, 0, 0
4110, 2055, 13423, 231, 0, 0
4112, 2056, 13424, 231, 0, 0
4114, 2057, 13418, 231, 0, 0
4116, 2058, 13420, 231, 0, 0
4118, 2059, 13423, 231, 0, 0
4120, 2060, 13428, 231, 0, 0
4122, 2061, 13422, 231, 0, 0
4124, 2062, 13423, 231, 0, 0
4126, 2063, 13424, 231, 0, 0
4128, 2064, 13429, 231, 0, 0
4130, 2065, 13435, 231, 0, 0
4132, 2066, 13425, 231, 0, 0
4134, 2067, 13428, 231, 0, 0
4136, 2068, 13427, 231, 0, 0
4138, 2069, 13437, 231, 0, 0
4140, 2070, 13429, 231, 0, 0
4142, 2071, 13426, 231, 0, 0
4144, 2072, 13431, 231, 0, 0
4146, 2073, 13437, 231, 0, 0
4148, 2074, 13427, 231, 0, 0
4150, 2075, 13428, 231, 0, 0
4152, 2076, 13428, 231, 0, 0
4154, 2077, 13434, 231, 0, 0
4156, 2078, 13443, 231, 0, 0
4158, 2079, 13431, 231, 0, 0
4160, 2080, 13436, 231, 0, 0
4162, 2081, 13451, 231, 0, 0
4164, 2082, 13451, 231, 0, 0
4166, 2083, 13434, 231, 0, 0
4168, 2084, 13428, 231, 0, 0
4170, 2085, 13438, 231, 0, 0
4172, 2086, 13443, 231, 0, 0
4174, 2087, 13432, 231, 0, 0
4176, 2088, 13433, 231, 0, 0
4178, 2089, 13436, 231, 0, 0
4180, 2090, 13441, 231, 0, 0
4182, 2091, 13448, 231, 0, 0
4184, 2092, 13436, 231, 0, 0
4186, 2093, 13436, 231, 0, 0
4188, 2094, 13442, 231, 0, 0
4190, 2095, 13449, 231, 0, 0
4192, 2096, 13441, 231, 0, 0
4194, 2097, 13438, 231, 0, 0
4196, 2098, 13444, 231, 0, 0
4198, 2099, 13448, 231, 0, 0
4200, 2100, 13443, 231, 0, 0
4202, 2101, 13440, 231, 0, 0
4204, 2102, 13441, 231, 0, 0
4206, 2103, 13448, 231, 0, 0
4208, 2104, 13455, 231, 0, 0
4210, 2105, 13446, 231, 0, 0
4212, 2106, 13444, 231, 0, 0
4214, 2107, 13448, 231, 0, 0
4216, 2108, 13459, 231, 0, 0
4218, 2109, 13445, 231, 0, 0
4220, 2110, 13449, 231, 0, 0
4222, 2111, 13448, 231, 0, 0
4224, 2112, 13453, 231, 0, 0
4226, 2113, 13460, 231, 0, 0
4228, 2114, 13450, 231, 0, 0
4230, 2115, 13449, 231, 0, 0
4232, 2116, 13462, 231, 0, 0
4234, 2117, 13462, 231, 0, 0
4236, 2118, 13447, 231, 0, 0
4238, 2119, 13449, 231, 0, 0
4240, 2120, 13449, 231, 0, 0
4242, 2121, 13460, 231, 0, 0
4244, 2122, 13467, 231, 0, 0
4246, 2123, 13449, 231, 0, 0
4248, 2124, 13455, 231, 0, 0
4250, 2125, 13455, 231, 0, 0
4252, 2126, 13462, 231, 0, 0
4254, 2127, 13455, 231, 0, 0
4256, 2128, 13456, 231, 0, 0
4258, 2129, 13455, 231, 0, 0
4260, 2130, 13462, 231, 0, 0
4262, 2131, 13469, 231, 0, 0
4264, 2132, 13459, 231, 0, 0
4266, 2133, 13458, 231, 0, 0
4268, 2134, 13462, 231, 0, 0
4270, 2135, 13469, 231, 0, 0
4272, 2136, 13462, 231, 0, 0
4274, 2137, 13457, 231, 0, 0
4276, 2138, 13460, 231, 0, 0
4278, 2139, 13468, 231, 0, 0
4280, 2140, 13472, 231, 0, 0
4282, 2141, 13461, 231, 0, 0
4284, 2142, 13462, 231, 0, 0
4286, 2143, 13463, 231, 0, 0
4288, 2144, 13473, 231, 0, 0
4290, 2145, 13462, 231, 0, 0
4292, 2146, 13463, 231, 0, 0
4294, 2147, 13463, 231, 0, 0
